disease#attribute#value
Alveolar Proteinosis#locate in#Lung
Pertussis#locate in#Respiratory System
Asthmatoid Bronchitis#locate in#Bronchial Tube
Lobar Pneumonia#locate in#Lung
Pulmonary Actinomycosis#locate in#Lung
Radiation Pneumonia#locate in#Lung
Pulmonary Candidiasis#locate in#Lung
Pulmonary Bullae#locate in#Lung
Emphysema#locate in#Lung
Pulmonary Abscess#locate in#Lung
Pulmonary Embolism#locate in#Lung
Pneumonia#locate in#Lung
Pulmonary Edema#locate in#Lung
Lung Cancer#locate in#Lung
Respiratory Failure#locate in#Respiratory System
Acute Respiratory Distress Syndrome#locate in#Respiratory System
Tracheal Neoplasms#locate in#Trachea
Tracheal And Bronchial Stenosis#locate in#Trachea
Osahs#locate in#Respiratory System
Silicosis#locate in#Lung
Asthma#locate in#Respiratory System
Bacterial Pneumonia#locate in#Lung
Chlamydia Pneumonia#locate in#Lung
Mycoplasma Pneumonia#locate in#Lung
Bronchiectasia#locate in#Bronchial Tube
Single Ventricle#locate in#Heart
Single Atrium#locate in#Heart
Arteriosclerosis#locate in#Artery
Aneurysm#locate in#Artery
Mitral Insufficiency#locate in#Heart
Mitral Stenosis#locate in#Heart
Hypertrophic Obstructive Cardiomyopathy#locate in#Heart
Hypertrophic Cardiomyopathy#locate in#Heart
Pulmonary Arteriovenous Fistula#locate in#Lung
Coronary Heart Disease#locate in#Heart
Tricuspid Stenosis#locate in#Heart
Tricuspid Insufficiency#locate in#Heart
Atrial Fibrillation#locate in#Heart
Hemangioma#locate in#Capillary
Angina Pectoris#locate in#Heart
Miocardial Infarction#locate in#Heart
Pericardial Cyst#locate in#Heart
Pericardial Neoplasms#locate in#Heart
Left Ventricular Dysplasia#locate in#Heart
Aortic Aneurysm#locate in#Artery
Amiba Hepatic Abscess#locate in#Liver
Constipation#locate in#Digestive System
Volvulus#locate in#Large Intestine
Cholelithiasis#locate in#Gallbladder
Cholangiocarcinoma#locate in#Gallbladder
Colorectal Carcinoid#locate in#Large Intestine
Colorectal Cancer#locate in#Large Intestine
Hepatic Fibrosis#locate in#Liver
Hepatic Abscess#locate in#Liver
Hepatic Adenoma#locate in#Liver
Hepatic Cyst#locate in#Liver
Hepatic Hemangioma#locate in#Liver
Colon Cancer#locate in#Large Intestine
Alcoholic Liver Disease#locate in#Liver
Calculous Cholecystitis#locate in#Gallbladder
Colon Injury#locate in#Large Intestine
Splenic Rupture#locate in#Spleen
Esophageal Cancer#locate in#Esophagus
Leiomyoma Of Esophagus#locate in#Esophagus
Gastric Cancer#locate in#Stomach
Gastrocardiac Syndrome#locate in#Stomach
Gastrocardiac Syndrome#locate in#Heart
Gastric Injury#locate in#Stomach
Gastroptosis#locate in#Stomach
Gastric Leiomyosarcoma#locate in#Stomach
Stomach Trouble#locate in#Stomach
Benign Tumors Of Stomach#locate in#Stomach
Mesenteric Injury Of Small Intestine#locate in#Mesentery
Gastropathy Of Drugs#locate in#Stomach
Drug-Induced Liver Disease#locate in#Liver
Primary Liver Cancer#locate in#Liver
Fatty Liver#locate in#Liver
Polycystic Kidney#locate in#Kidney
Bladder Cancer#locate in#Bladder
Ureteral Injury#locate in#Ureter
Renal Injury#locate in#Kidney
Renal Cyst#locate in#Kidney
Renal Cell Carcinoma#locate in#Kidney
Arao#locate in#Kidney
Fibrous Cavernositis Of Penis#locate in#Penis
Alzheimer Disease#locate in#Brain
Transient Ischemic Attack#locate in#Brain
Spinal Cord Vasculopathy#locate in#Spinal Cord
Cerebral Hemorrhage#locate in#Brain
Cerebral Thrombosis#locate in#Brain
Cerebral Arteriosclerosis#locate in#Brain
Brain Abscess#locate in#Brain
Cerebral Palsy Syndrome#locate in#Brain
Parkinson'S Disease#locate in#Nervous System
Radiation Injury Of Nervous System#locate in#Nervous System
Motor Neuron Disease#locate in#Nervous System
Neurilemoma Of Pharynx#locate in#Pharynx
Simple Goiter#locate in#Thyroid
Osteoporosis#locate in#Skeleton
Thyroid Adenoma#locate in#Thyroid
Gigantism And Acromegaly#locate in#Endocrine System
Tracheobronchial Foreign Body#locate in#Trachea
Tracheobronchial Foreign Body#locate in#Bronchial Tube
Hyperplasia Of Mammary Glands#locate in#Breast
Mammary Cancer#locate in#Breast
Pineal Tumors#locate in#Pineal Gland
Surgical Lymphangioma#locate in#Lymph Vessel
Thymoma#locate in#Thymus
Diseases Of Hypothaiamus#locate in#Brain
Insulinoma#locate in#Islets
Multiple Myeloma#locate in#Bone Marrow
Malignant Lymphoma#locate in#Lymph
Myelofibrosis#locate in#Bone Marrow
Hodgkin Lymphoma#locate in#Lymph
Congestive Splenomegaly#locate in#Spleen
Ankylosing Spondylitis#locate in#Spine
Breast Fibroma#locate in#Breast
Sternal Fracture#locate in#Skeleton
Primary Cardiac Tumors#locate in#Heart
Lateral Ventricular Tumors#locate in#Ventricle
Tumors Of The Fourth Ventricle#locate in#Ventricle
Multiple Intracranial Hematoma#locate in#Brain
Third Ventricular Tumors#locate in#Ventricle
Cervical Canal Stenosis#locate in#Skeleton
Spina Bifida#locate in#Spine
Osteomyelitis Of Skull#locate in#Brain
Intracranial Aneurysm#locate in#Brain
Cerebral Hernia#locate in#Brain
Intraventricular Hemorrhage#locate in#Ventricle
Cerebrospinal Fluid Leakage#locate in#Brain
Hydrocephalus#locate in#Brain
Meningioma#locate in#Brain
Apoplexy#locate in#Brain
Gallbladder Cancer#locate in#Gallbladder
Gallstone#locate in#Gallbladder
Pancreatic Cancer#locate in#Pancreas
Pancreatic Cyst#locate in#Pancreas
Pancreatic Abscess#locate in#Pancreas
Prostatic Cancer#locate in#Prostate
Renal Cortical Abscess#locate in#Kidney
Perirenal Abscess#locate in#Kidney
